feature,channel,category,importance_median,importance_mean,importance_norm_median,importance_norm_mean,rank,in_top_n,in_final_set,decision,replaced_by
ch14_maxabs,ch14,Max,0.0076406153685844,0.0077287824287068,0.3072175767179714,0.3407357930913137,38,1,0,DROP,ch14_rms
ch06_fft-maxpower,ch06,FFT,0.0075638989203847,0.0077993950812779,0.3041329244781494,0.3438488653505004,39,1,0,DROP,ch06_maxabs
ch00_fft-maxpower,ch00,FFT,0.0075196844394125,0.0066829438906545,0.3023551271352829,0.2946283205371489,40,1,0,DROP,
ch06_thresh3-events,ch06,Thresh,0.0074948949355907,0.0065376160143995,0.301358378715843,0.2882213075786693,41,1,0,DROP,
ch14_fft-maxpower,ch14,FFT,0.0074698993268437,0.0088673209631066,0.3003533431293891,0.3909300939481754,42,1,0,DROP,ch14_rms
ch12_mav,ch12,MAV,0.0074274708145121,0.0070269255952439,0.298647356881754,0.3097933067433672,43,1,0,DROP,
ch11_maxabs,ch11,Max,0.0070642544938159,0.0076345008759091,0.2840429785057,0.3365792393310374,44,1,0,DROP,
ch12_fft-maxpower,ch12,FFT,0.0070138795113817,0.0063914464088654,0.2820174767255347,0.281777185632302,45,1,0,DROP,
ch01_mav,ch01,MAV,0.0069832050459168,0.0065112729341266,0.2807841029077665,0.287059930552979,46,1,0,DROP,
ch07_mav,ch07,MAV,0.0069250765009149,0.0085493931752118,0.2784468421149978,0.376913736526635,47,1,0,DROP,ch06_maxabs
ch15_mav,ch15,MAV,0.0067459020827987,0.0091234595667705,0.2712425100176303,0.4022223758911332,48,1,0,DROP,ch15_fft-maxpower
ch07_rms,ch07,RMS,0.006744084719457,0.0089755466973888,0.2711694365889968,0.3957013993567211,49,1,0,DROP,ch06_maxabs
ch07_maxabs,ch07,Max,0.0066497610892238,0.0072974019887623,0.2673768262154096,0.3217176931920852,50,1,0,DROP,
ch15_rms,ch15,RMS,0.006545866011317,0.0107658716761188,0.2631993624212402,0.4746307529962998,51,0,0,DROP,
ch11_rms,ch11,RMS,0.0064836762407252,0.007745465837673,0.2606988058958547,0.3414713079848993,52,0,0,DROP,
ch02_fft-maxpower,ch02,FFT,0.0064641870416771,0.0132386434720511,0.2599151747071492,0.5836468712261649,53,0,0,DROP,
ch01_maxabs,ch01,Max,0.0062856360023333,0.006199162664324,0.2527359077264793,0.2733000477649553,54,0,0,DROP,
ch01_fft-maxpower,ch01,FFT,0.006216531192501,0.0086183615486561,0.2499573079420246,0.379954318098251,55,0,0,DROP,
ch12_maxabs,ch12,Max,0.0060951103469554,0.0069770145462834,0.2450751595636473,0.3075928979456711,56,0,0,DROP,
ch00_rms,ch00,RMS,0.0060371564551075,0.0057695139481198,0.2427449213097869,0.2543582936895975,57,0,0,DROP,
ch08_rms,ch08,RMS,0.006006164770417,0.0074998308086328,0.2414987925872034,0.3306420930078835,58,0,0,DROP,
ch08_mav,ch08,MAV,0.0059479512313964,0.0071556522474341,0.2391581143136144,0.3154684280617116,59,0,0,DROP,
ch11_mav,ch11,MAV,0.0058981233911385,0.0079065655655385,0.2371546122920276,0.3485736483661133,60,0,0,DROP,
ch08_fft-maxpower,ch08,FFT,0.0058559079854554,0.0060980420130946,0.2354571947401043,0.2688419813602652,61,0,0,DROP,
ch08_maxabs,ch08,Max,0.0057511572692199,0.0057756013209774,0.2312453270241005,0.2546266653040921,62,0,0,DROP,
ch09_mav,ch09,MAV,0.0057492907889169,0.0070840268115571,0.2311702786768149,0.312310705622998,63,0,0,DROP,
ch11_thresh2-events,ch11,Thresh,0.0057343382439725,0.0051020827596563,0.2305690594815012,0.2249335172215374,64,0,0,DROP,
ch07_fft-maxpower,ch07,FFT,0.0056402671036369,0.0072317064943551,0.226786601344447,0.318821401752152,65,0,0,DROP,
ch09_maxabs,ch09,Max,0.0053883283815261,0.0071517506564748,0.216656526742531,0.3152964201546338,68,0,0,DROP,
ch13_thresh3-events,ch13,Thresh,0.0053484055259037,0.0045014533984019,0.2150512891578215,0.1984538066527901,69,0,0,DROP,
ch03_thresh2-events,ch03,Thresh,0.0053412009550322,0.0093187197798069,0.214761604270197,0.4108307361551017,70,0,0,DROP,
ch15_fft-highfreq,ch15,FFT,0.005299196655698,0.0057732580478703,0.2130726749849654,0.2545233583436606,71,0,0,DROP,
ch04_fft-highfreq,ch04,FFT,0.004863271993781,0.0064484287490693,0.1955448042827708,0.2842893436676311,72,0,0,DROP,
ch05_fft-highfreq,ch05,FFT,0.0047417943208289,0.0062570751135539,0.1906603709604052,0.2758532111513289,73,0,0,DROP,
ch06_fft-highfreq,ch06,FFT,0.0046367138016037,0.0048267811313945,0.1864352423654814,0.2127964025452708,74,0,0,DROP,
ch14_thresh2-events,ch14,Thresh,0.0046315500741507,0.0044113509232804,0.1862276167020473,0.1944814942474163,75,0,0,DROP,
ch14_fft-highfreq,ch14,FFT,0.0045887349644046,0.0045612030517555,0.1845060859576528,0.201087966135242,76,0,0,DROP,
ch14_thresh3-events,ch14,Thresh,0.0045664276949391,0.0041283050608263,0.1836091444237886,0.1820029625622296,77,0,0,DROP,
ch15_thresh3-events,ch15,Thresh,0.0044754383483538,0.0049671835360854,0.1799506005478565,0.2189862681748931,78,0,0,DROP,
ch09_thresh2-events,ch09,Thresh,0.0044513246568159,0.0041122559630298,0.178981025517227,0.1812954122958686,79,0,0,DROP,
ch05_thresh3-events,ch05,Thresh,0.0042563854709923,0.0045846744083911,0.1711428159768906,0.2021227386096798,80,0,0,DROP,
ch13_thresh2-events,ch13,Thresh,0.00420793495882,0.0050676870721777,0.1691946942324642,0.2234171280670907,81,0,0,DROP,
ch10_thresh2-events,ch10,Thresh,0.004107599995071,0.0048610521873462,0.1651603772388652,0.2143072971185768,82,0,0,DROP,
ch02_thresh2-events,ch02,Thresh,0.0040718473403158,0.0101093956126938,0.1637228171176862,0.4456889508198322,83,0,0,DROP,
ch07_thresh2-events,ch07,Thresh,0.0039543460113826,0.0044051976174872,0.1589982665684696,0.1942102158735043,84,0,0,DROP,
ch15_thresh2-events,ch15,Thresh,0.003946832098403,0.0042337685552971,0.1586961435029991,0.1866524901899204,85,0,0,DROP,
ch00_fft-halfwidth,ch00,FFT,0.0039287091195236,0.0032388535995643,0.157967445958932,0.1427900655936667,86,0,0,DROP,
ch04_fft-lowfreq,ch04,FFT,0.0039161460588952,0.0039493147854034,0.1574623043104871,0.1741118886428332,87,0,0,DROP,
ch00_maxabs,ch00,Max,0.003800174908201,0.0047362682066717,0.1527992799116974,0.2088059948096516,88,0,0,DROP,
ch01_fft-halfwidth,ch01,FFT,0.0037575197668199,0.0032126337248129,0.1510841812530816,0.1416341202813765,89,0,0,DROP,
ch13_fft-highfreq,ch13,FFT,0.0036933763788403,0.0035288568171254,0.1485050727301463,0.155575323458823,90,0,0,DROP,
ch15_fft-halfwidth,ch15,FFT,0.0036790204923499,0.0039955338057534,0.1479278442679809,0.1761495284263504,91,0,0,DROP,
ch01_fft-highfreq,ch01,FFT,0.0036786676406049,0.0040393608539465,0.1479136566335043,0.1780817142735609,92,0,0,DROP,
ch00_thresh2-events,ch00,Thresh,0.0036230669085966,0.0036846043074952,0.1456780353743063,0.1624417018492963,93,0,0,DROP,
ch04_thresh3-events,ch04,Thresh,0.0036074568594553,0.0036126648739887,0.1450503789306455,0.15927013632051,94,0,0,DROP,
ch05_fft-halfwidth,ch05,FFT,0.0035526262094826,0.0042436113929229,0.1428457215042613,0.1870864275035454,95,0,0,DROP,
ch10_fft-highfreq,ch10,FFT,0.0035498804352725,0.002967180914924,0.1427353180801469,0.1308129387284664,96,0,0,DROP,
ch10_thresh3-events,ch10,Thresh,0.0035004221259143,0.003763738239458,0.1407466743365989,0.1659304484036851,97,0,0,DROP,
ch00_fft-highfreq,ch00,FFT,0.0034978670879169,0.0034350224315089,0.1406439401268377,0.1514384837822999,98,0,0,DROP,
ch02_thresh3-events,ch02,Thresh,0.0034649505836943,0.0030138052454734,0.1393204173248838,0.1328684472634301,99,0,0,DROP,
ch11_thresh3-events,ch11,Thresh,0.003460770158374,0.0033584462138657,0.1391523287515655,0.1480624981737968,100,0,0,DROP,
ch12_thresh2-events,ch12,Thresh,0.0034605115417908,0.0037425180103091,0.1391419301702797,0.1649949205019346,101,0,0,DROP,
ch03_fft-highfreq,ch03,FFT,0.0033034405040849,0.003684533167202,0.1328263415365454,0.1624385655151517,102,0,0,DROP,
ch04_fft-halfwidth,ch04,FFT,0.0032767411291742,0.0034129244027851,0.1317528000920058,0.1504642566757143,103,0,0,DROP,
ch02_fft-halfwidth,ch02,FFT,0.0031357629166427,0.0027529706983164,0.1260842795953406,0.1213691371054627,104,0,0,DROP,
ch02_fft-highfreq,ch02,FFT,0.0031213552271534,0.0031092554524008,0.1255049682130114,0.1370765230189757,105,0,0,DROP,
ch14_fft-halfwidth,ch14,FFT,0.0029853834528304,0.0028755305321598,0.1200377490173811,0.1267723843272556,106,0,0,DROP,
ch04_fft-peakfreq,ch04,FFT,0.0029154558337674,0.00418648496872,0.1172260653194274,0.1845679172935881,107,0,0,DROP,
ch07_fft-highfreq,ch07,FFT,0.0028627626780486,0.0030647874630026,0.1151073533010049,0.1351160802487811,108,0,0,DROP,
ch08_thresh2-events,ch08,Thresh,0.0028429015798323,0.0038651510037434,0.114308768609773,0.1704013930818564,109,0,0,DROP,
ch08_thresh3-events,ch08,Thresh,0.0028374563714503,0.0028659938027745,0.1140898250243193,0.1263519422873145,110,0,0,DROP,
ch08_fft-highfreq,ch08,FFT,0.0028257021024772,0.0028372247259811,0.1136172036638914,0.1250836113065788,111,0,0,DROP,
ch06_fft-halfwidth,ch06,FFT,0.0027726107584201,0.0030720279622273,0.1114824810952115,0.1354352892921806,112,0,0,DROP,
ch15_fft-peakfreq,ch15,FFT,0.0027458991057191,0.002643940177403,0.1104084459793164,0.1165623513850368,113,0,0,DROP,
ch10_fft-halfwidth,ch10,FFT,0.0026456794839888,0.0025179419248558,0.1063787667136658,0.1110075159493379,114,0,0,DROP,
ch09_fft-highfreq,ch09,FFT,0.0026085362024472,0.0027307152695453,0.1048852915947002,0.1203879707648564,115,0,0,DROP,
ch00_fft-peakfreq,ch00,FFT,0.0026076139519847,0.0023164003223946,0.1048482092998132,0.1021222305387329,116,0,0,DROP,
ch09_thresh3-events,ch09,Thresh,0.0026063051850267,0.0032922072516389,0.1047955857617959,0.1451422470817126,117,0,0,DROP,
ch05_fft-peakfreq,ch05,FFT,0.0025494931013292,0.0024893448078015,0.1025112578850658,0.1097467660900276,118,0,0,DROP,
ch01_thresh2-events,ch01,Thresh,0.0025416883663313,0.0083953563173083,0.1021974413065165,0.3701227741173286,119,0,0,DROP,
ch13_fft-halfwidth,ch13,FFT,0.0025306187472578,0.0027733760440401,0.1017523486820498,0.1222687395619407,120,0,0,DROP,
ch07_thresh3-events,ch07,Thresh,0.0025005970759189,0.0032404869492935,0.1005452227278123,0.1428620744411779,121,0,0,DROP,
ch06_fft-peakfreq,ch06,FFT,0.0024609488392972,0.002494408294519,0.0989510271573688,0.1099699980387079,122,0,0,DROP,
ch11_fft-highfreq,ch11,FFT,0.0024581088125435,0.0023695210312987,0.0988368339811631,0.1044641423527845,123,0,0,DROP,
ch01_fft-peakfreq,ch01,FFT,0.0024507077312639,0.0023798216182147,0.0985392477075298,0.1049182602794463,124,0,0,DROP,
ch10_fft-peakfreq,ch10,FFT,0.0024500356212178,0.0025063216668626,0.0985122231800937,0.1104952182025992,125,0,0,DROP,
ch12_thresh3-events,ch12,Thresh,0.0024405297333933,0.002482387634533,0.0981300058217908,0.109440047926699,126,0,0,DROP,
ch03_fft-lowfreq,ch03,FFT,0.0024381727932911,0.0024070756373805,0.0980352368284925,0.1061197975100533,127,0,0,DROP,
ch07_fft-halfwidth,ch07,FFT,0.0024347244191412,0.0024271833594313,0.097896582924476,0.1070062787486525,128,0,0,DROP,
ch12_fft-highfreq,ch12,FFT,0.0024217051881905,0.0027107298515252,0.0973730993579757,0.1195068814959922,129,0,0,DROP,
ch03_fft-halfwidth,ch03,FFT,0.0023944923039331,0.0028832617953636,0.0962789104800167,0.1271132294893072,130,0,0,DROP,
ch01_thresh3-events,ch01,Thresh,0.0023816004952187,0.0023613502923574,0.0957605503687281,0.1041039221966349,131,0,0,DROP,
ch14_fft-lowfreq,ch14,FFT,0.0023695576391354,0.0025612986929607,0.0952763253574959,0.1129189687431452,132,0,0,DROP,
ch13_fft-peakfreq,ch13,FFT,0.0023690745383913,0.0022649114473095,0.0952569006079501,0.0998522607408624,133,0,0,DROP,
ch15_fft-lowfreq,ch15,FFT,0.0023606497754415,0.002380137480606,0.0949181536441274,0.1049321855805367,134,0,0,DROP,
ch07_fft-peakfreq,ch07,FFT,0.0023082655728056,0.0022086799141857,0.0928118641614392,0.0973732032421627,135,0,0,DROP,
ch06_fft-lowfreq,ch06,FFT,0.0022933446389688,0.002077350820589,0.0922119160009083,0.0915833491124352,136,0,0,DROP,
ch09_fft-peakfreq,ch09,FFT,0.0022848394562439,0.0021382247198617,0.0918699354796761,0.0942670727828292,137,0,0,DROP,
ch00_fft-lowfreq,ch00,FFT,0.0022814613169095,0.0026158974384174,0.0917341056112592,0.1153260421737396,138,0,0,DROP,
ch11_fft-peakfreq,ch11,FFT,0.0022404799325249,0.002116644656944,0.0900863061875457,0.0933156810311467,139,0,0,DROP,
ch03_thresh3-events,ch03,Thresh,0.0022070527002863,0.0071659055452581,0.0887422477852643,0.3159204611727604,140,0,0,DROP,
ch08_fft-halfwidth,ch08,FFT,0.0021952741405564,0.0023572579746712,0.0882686497302807,0.1039235057953145,141,0,0,DROP,
ch09_fft-halfwidth,ch09,FFT,0.0021789172772911,0.002453298622543,0.0876109650213049,0.1081576120887001,142,0,0,DROP,
ch02_fft-lowfreq,ch02,FFT,0.0021680668749383,0.0025871040334939,0.0871746867693021,0.1140566386482942,143,0,0,DROP,
ch13_fft-lowfreq,ch13,FFT,0.0021651923716023,0.002218640379982,0.0870591073419179,0.0978123263827063,144,0,0,DROP,
ch11_fft-halfwidth,ch11,FFT,0.0021611892209751,0.0021831565637341,0.0868981467156336,0.0962479653229082,145,0,0,DROP,
ch05_fft-lowfreq,ch05,FFT,0.0020401108327542,0.002086151302058,0.0820297680278263,0.0919713324798765,146,0,0,DROP,
ch14_fft-peakfreq,ch14,FFT,0.0020170778408898,0.0021538813595077,0.0811036462949835,0.094957320900967,147,0,0,DROP,
ch12_fft-peakfreq,ch12,FFT,0.0020041514521315,0.0020004885302382,0.0805838957724829,0.0881947515289092,148,0,0,DROP,
ch12_fft-halfwidth,ch12,FFT,0.0019825393222325,0.0023553547678664,0.0797149047482036,0.1038395998649762,149,0,0,DROP,
ch01_fft-lowfreq,ch01,FFT,0.0019725134304259,0.0028054184529004,0.0793117788170203,0.1236813806469087,150,0,0,DROP,
ch03_fft-peakfreq,ch03,FFT,0.0019541376894771,0.0020145703353745,0.0785729180928065,0.088815570537018,151,0,0,DROP,
ch00_thresh3-events,ch00,Thresh,0.0019219159878309,0.0019329975698927,0.077277332250576,0.0852193040878754,152,0,0,DROP,
ch08_fft-peakfreq,ch08,FFT,0.0018827560768519,0.0020153348568887,0.0757027715149389,0.0888492756965172,153,0,0,DROP,
ch09_fft-lowfreq,ch09,FFT,0.0018683571643402,0.0017858377592823,0.0751238130415927,0.0787315273595165,154,0,0,DROP,
ch07_fft-lowfreq,ch07,FFT,0.0018499843338815,0.001910959570784,0.0743850693437768,0.0842477234833321,155,0,0,DROP,
ch08_fft-lowfreq,ch08,FFT,0.0018283438447025,0.0015645329931201,0.0735149380357837,0.0689749511188551,156,0,0,DROP,
ch02_fft-peakfreq,ch02,FFT,0.0017706374940162,0.0022151369936504,0.0711946530372765,0.0976578739665326,157,0,0,DROP,
ch10_fft-lowfreq,ch10,FFT,0.0016351558208974,0.0017307285500061,0.0657471400690946,0.0763019493111527,158,0,0,DROP,
ch12_fft-lowfreq,ch12,FFT,0.0015191664176131,0.0020327624102931,0.0610833817612912,0.0896175973934541,159,0,0,DROP,
ch11_fft-lowfreq,ch11,FFT,0.0013850416742105,0.0014450075442371,0.0556904288827174,0.0637054796341282,160,0,0,DROP,
ch03_fft-maxpower,ch03,FFT,0.0248703718394297,0.0202480772375284,1.0,0.8926690225458723,1,1,1,KEEP,
ch06_maxabs,ch06,Max,0.0163914067137552,0.0148226581585862,0.6590736487408723,0.6534807041052122,4,1,1,KEEP,
ch04_fft-maxpower,ch04,FFT,0.0123259064976977,0.0136387768361814,0.495606039880597,0.6012873935758233,12,1,1,KEEP,
ch10_fft-maxpower,ch10,FFT,0.0121348934824116,0.0130216499954742,0.4879256957136792,0.574080365114874,15,1,1,KEEP,
ch13_mav,ch13,MAV,0.0115814042401687,0.0108753157142325,0.4656707312195263,0.4794557692869987,17,1,1,KEEP,
ch11_fft-maxpower,ch11,FFT,0.0106823870461294,0.0090583772780872,0.4295226108840646,0.3993531186109265,19,1,1,KEEP,
ch04_thresh2-events,ch04,Thresh,0.0105626302005897,0.0098336678973638,0.4247073694267679,0.4335330514104661,20,1,1,KEEP,
ch14_rms,ch14,RMS,0.0096112565407543,0.0106404744135272,0.3864540748649583,0.4691024131685499,25,1,1,KEEP,
ch00_mav,ch00,MAV,0.0087705885822725,0.0072313188358053,0.3526520889554014,0.3188043112020403,32,1,1,KEEP,
ch12_rms,ch12,RMS,0.0055450184665042,0.0073736813876595,0.2229567978438146,0.3250805930692022,66,0,1,KEEP,
ch15_fft-maxpower,ch15,FFT,0.0054307492135576,0.0100592193886355,0.2183622041769275,0.4434768513518323,67,0,1,KEEP,
